transaction_id,timestamp,amount,currency,status,channel,expected_settlement,customer_ref
TXN20240303037678,2024-03-03 08:51:40,137.05,USD,settled,BEPS,2024-03-05,CUST-2194
TXN20240319002627,2024-03-19 09:26:57,217.91,USD,settled,BEPS,2024-03-20,CUST-3827
TXN20240330008105,2024-03-30 08:01:12,99.33,USD,settled,BEPS,2024-04-03,CUST-5295
TXN20240304044687,2024-03-04 16:08:19,270.18,USD,settled,BEPS,2024-03-05,CUST-1289
TXN20240331001444,2024-03-31 21:09:42,13.34,USD,settled,BEPS,2024-04-03,CUST-3037
TXN20240319005705,2024-03-19 09:16:32,33.38,USD,settled,BEPS,2024-03-20,CUST-6278
TXN20240322039348,2024-03-22 10:33:45,236.11,USD,settled,BEPS,2024-03-25,CUST-5039
TXN20240323031530,2024-03-23 13:37:30,19.11,USD,settled,BEPS,2024-03-26,CUST-1428
TXN20240313035468,2024-03-13 14:29:46,50.06,USD,pending_settlement,BEPS,2024-03-14,CUST-9121
TXN20240311026597,2024-03-11 13:51:47,823.19,USD,settled,BEPS,2024-03-12,CUST-2240
TXN20240327009773,2024-03-27 16:42:37,118.35,USD,settled,BEPS,2024-03-28,CUST-8261
TXN20240325026612,2024-03-25 19:27:16,146.46,USD,settled,BEPS,2024-03-26,CUST-8064
TXN20240305000813,2024-03-05 11:07:54,18.69,USD,settled,BEPS,2024-03-06,CUST-6897
TXN20240314034197,2024-03-14 19:15:33,140.56,USD,settled,BEPS,2024-03-15,CUST-7151
TXN20240314019683,2024-03-14 09:01:11,150.72,USD,settled,BEPS,2024-03-15,CUST-8792
TXN20240312033624,2024-03-12 10:42:26,94.29,USD,settled,BEPS,2024-03-13,CUST-7402
TXN20240326025390,2024-03-26 19:05:47,485.25,USD,settled,BEPS,2024-03-27,CUST-1846
TXN20240307003712,2024-03-07 23:39:54,173.72,USD,settled,BEPS,2024-03-08,CUST-7246
TXN20240306042963,2024-03-06 19:18:46,32.16,USD,settled,BEPS,2024-03-07,CUST-4347
TXN20240311014210,2024-03-11 19:52:55,87.55,USD,settled,BEPS,2024-03-12,CUST-4914
TXN20240327021083,2024-03-27 21:35:00,50.67,USD,settled,BEPS,2024-03-28,CUST-2278
TXN20240323016977,2024-03-23 14:00:28,358.33,USD,settled,BEPS,2024-03-26,CUST-8413
TXN20240305032982,2024-03-05 16:08:32,86.56,USD,settled,BEPS,2024-03-06,CUST-8531
TXN20240304046060,2024-03-04 17:54:33,284.46,USD,settled,BEPS,2024-03-05,CUST-1002
TXN20240303036916,2024-03-03 10:00:54,167.54,USD,settled,BEPS,2024-03-05,CUST-9560
TXN20240317004607,2024-03-17 10:30:40,65.04,USD,settled,BEPS,2024-03-19,CUST-4245
TXN20240316031518,2024-03-16 09:49:40,65.83,USD,settled,BEPS,2024-03-19,CUST-3030
TXN20240329023099,2024-03-29 13:39:54,42.51,USD,settled,BEPS,2024-04-03,CUST-8131
TXN20240313012853,2024-03-13 21:02:47,72.85,USD,pending_settlement,BEPS,2024-03-14,CUST-1790
TXN20240306031651,2024-03-06 09:02:00,9.07,USD,settled,BEPS,2024-03-07,CUST-6047
TXN20240325048955,2024-03-25 20:22:40,130.98,USD,settled,BEPS,2024-03-26,CUST-7469
TXN20240305001512,2024-03-05 10:55:18,19.91,USD,settled,BEPS,2024-03-06,CUST-5761
TXN20240320024549,2024-03-20 21:19:20,74.35,USD,settled,BEPS,2024-03-21,CUST-1270
TXN20240318031753,2024-03-18 11:15:08,90.55,USD,settled,BEPS,2024-03-19,CUST-7816
TXN20240323048365,2024-03-23 09:50:40,39.20,USD,settled,BEPS,2024-03-26,CUST-1740
TXN20240312021775,2024-03-12 16:57:50,13.65,USD,settled,BEPS,2024-03-13,CUST-2373
TXN20240317040200,2024-03-17 07:51:34,149.51,USD,settled,BEPS,2024-03-19,CUST-7167
TXN20240331013688,2024-03-31 11:29:30,24.80,USD,settled,BEPS,2024-04-03,CUST-8385
TXN20240314013886,2024-03-14 10:22:55,24.47,USD,settled,BEPS,2024-03-15,CUST-3778
TXN20240329012286,2024-03-29 14:32:46,270.32,USD,settled,BEPS,2024-04-03,CUST-5452
TXN20240312006479,2024-03-12 06:38:54,124.68,USD,pending_settlement,BEPS,2024-03-13,CUST-7954
TXN20240316034120,2024-03-16 20:34:08,108.80,USD,settled,BEPS,2024-03-19,CUST-8270
TXN20240328002308,2024-03-28 17:52:35,26.87,USD,settled,BEPS,2024-04-02,CUST-3410
TXN20240306045053,2024-03-06 11:01:52,75.77,USD,settled,BEPS,2024-03-07,CUST-7624
TXN20240308008415,2024-03-08 10:55:04,121.54,USD,settled,BEPS,2024-03-11,CUST-6487
TXN20240317025536,2024-03-17 12:11:12,163.64,USD,settled,BEPS,2024-03-19,CUST-1916
TXN20240306047859,2024-03-06 12:16:49,67.90,USD,settled,BEPS,2024-03-07,CUST-8403
TXN20240320000118,2024-03-20 13:24:37,99.51,USD,settled,BEPS,2024-03-21,CUST-3750
TXN20240307046794,2024-03-07 20:36:22,204.64,USD,settled,BEPS,2024-03-08,CUST-5488
TXN20240312008204,2024-03-12 23:06:04,107.27,USD,settled,BEPS,2024-03-13,CUST-4667
TXN20240329013745,2024-03-29 16:46:33,159.67,USD,settled,BEPS,2024-04-03,CUST-3973
TXN20240330048784,2024-03-30 18:21:13,37.54,USD,settled,BEPS,2024-04-03,CUST-3709
TXN20240327013769,2024-03-27 07:12:01,669.03,USD,settled,BEPS,2024-03-28,CUST-3665
TXN20240331037427,2024-03-31 09:01:31,32.08,USD,settled,BEPS,2024-04-03,CUST-4093
TXN20240311034308,2024-03-11 14:21:23,38.41,USD,settled,BEPS,2024-03-12,CUST-6223
TXN20240301026514,2024-03-01 12:34:05,552.43,USD,settled,BEPS,2024-03-04,CUST-9547
TXN20240316029088,2024-03-16 10:42:02,449.81,USD,settled,BEPS,2024-03-19,CUST-6850
TXN20240325022875,2024-03-25 10:06:51,51.27,USD,settled,BEPS,2024-03-26,CUST-4776
TXN20240319032554,2024-03-19 08:59:14,64.93,USD,settled,BEPS,2024-03-20,CUST-6111
TXN20240320006605,2024-03-20 20:23:28,24.71,USD,settled,BEPS,2024-03-21,CUST-3802
TXN20240322019876,2024-03-22 16:53:06,7.05,USD,pending_settlement,BEPS,2024-03-25,CUST-6265
TXN20240324040298,2024-03-24 15:05:53,248.60,USD,settled,BEPS,2024-03-26,CUST-1836
TXN20240314008241,2024-03-14 07:08:41,99.07,USD,settled,BEPS,2024-03-15,CUST-2501
TXN20240318014784,2024-03-18 10:39:40,56.43,USD,settled,BEPS,2024-03-19,CUST-8189
TXN20240305036188,2024-03-05 16:30:00,47.59,USD,settled,BEPS,2024-03-06,CUST-2719
TXN20240329030617,2024-03-29 07:33:15,101.34,USD,settled,BEPS,2024-04-03,CUST-6154
TXN20240305014988,2024-03-05 15:59:53,19.81,USD,settled,BEPS,2024-03-06,CUST-3034
TXN20240326039871,2024-03-26 07:50:29,98.92,USD,settled,BEPS,2024-03-27,CUST-1533
TXN20240316029563,2024-03-16 17:43:52,43.17,USD,settled,BEPS,2024-03-19,CUST-7681
TXN20240310020605,2024-03-10 10:12:24,1381.85,USD,settled,BEPS,2024-03-12,CUST-2464
TXN20240321007373,2024-03-21 12:37:52,53.95,USD,settled,BEPS,2024-03-22,CUST-4668
TXN20240324039354,2024-03-24 19:32:14,63.50,USD,settled,BEPS,2024-03-26,CUST-8071
TXN20240314019510,2024-03-14 23:54:44,110.10,USD,settled,BEPS,2024-03-15,CUST-1782
TXN20240312014301,2024-03-12 20:08:46,192.77,USD,settled,BEPS,2024-03-13,CUST-5677
TXN20240307025298,2024-03-07 17:00:03,147.15,USD,settled,BEPS,2024-03-08,CUST-1551
TXN20240328003472,2024-03-28 16:29:25,159.80,USD,settled,BEPS,2024-04-02,CUST-7698
TXN20240326007475,2024-03-26 08:39:50,219.90,USD,settled,BEPS,2024-03-27,CUST-2752
TXN20240314009516,2024-03-14 08:01:00,44.22,USD,settled,BEPS,2024-03-15,CUST-9294
TXN20240301007176,2024-03-01 07:50:56,210.60,USD,settled,BEPS,2024-03-04,CUST-8273
TXN20240327025136,2024-03-27 12:08:05,77.36,USD,settled,BEPS,2024-03-28,CUST-2476
TXN20240314013261,2024-03-14 14:59:36,31.52,USD,settled,BEPS,2024-03-15,CUST-3125
TXN20240323023330,2024-03-23 10:26:24,222.40,USD,settled,BEPS,2024-03-26,CUST-3491
TXN20240306045809,2024-03-06 11:01:19,82.79,USD,settled,BEPS,2024-03-07,CUST-3807
TXN20240326007408,2024-03-26 06:08:59,53.99,USD,settled,BEPS,2024-03-27,CUST-5609
TXN20240322006433,2024-03-22 18:11:07,64.57,USD,settled,BEPS,2024-03-25,CUST-8231
TXN20240324029031,2024-03-24 18:40:42,24.11,USD,settled,BEPS,2024-03-26,CUST-7693
TXN20240316008681,2024-03-16 17:17:05,148.73,USD,settled,BEPS,2024-03-19,CUST-7924
TXN20240331035937,2024-03-31 10:26:00,44.53,USD,settled,BEPS,2024-04-03,CUST-3429
TXN20240314012917,2024-03-14 21:17:07,35.22,USD,settled,BEPS,2024-03-15,CUST-4295
TXN20240323030235,2024-03-23 17:06:57,78.27,USD,settled,BEPS,2024-03-26,CUST-6085
TXN20240304042445,2024-03-04 06:38:09,63.33,USD,settled,BEPS,2024-03-05,CUST-7561
TXN20240331035670,2024-03-31 17:28:33,15.23,USD,settled,BEPS,2024-04-03,CUST-1400
TXN20240326024722,2024-03-26 21:06:19,80.31,USD,settled,BEPS,2024-03-27,CUST-1274
TXN20240312039507,2024-03-12 13:36:54,21.51,USD,settled,BEPS,2024-03-13,CUST-9600
TXN20240309030358,2024-03-09 21:18:29,15.40,USD,settled,BEPS,2024-03-12,CUST-8415
TXN20240309037341,2024-03-09 09:02:35,239.36,USD,settled,BEPS,2024-03-12,CUST-8880
TXN20240308013230,2024-03-08 23:22:52,11.22,USD,settled,BEPS,2024-03-11,CUST-6350
TXN20240320036292,2024-03-20 13:25:34,89.90,USD,settled,BEPS,2024-03-21,CUST-9092
TXN20240324035566,2024-03-24 14:21:55,1521.50,USD,settled,BEPS,2024-03-26,CUST-5294
TXN20240311000879,2024-03-11 11:45:40,148.79,USD,settled,BEPS,2024-03-12,CUST-4369
TXN20240325033547,2024-03-25 15:17:56,171.02,USD,settled,BEPS,2024-03-26,CUST-9721
TXN20240317024022,2024-03-17 07:38:04,15.22,USD,settled,BEPS,2024-03-19,CUST-8312
TXN20240322042242,2024-03-22 19:49:29,50.78,USD,settled,BEPS,2024-03-25,CUST-6836
TXN20240328016708,2024-03-28 14:48:24,30.71,USD,settled,BEPS,2024-04-02,CUST-4591
TXN20240319010761,2024-03-19 08:36:17,118.38,USD,settled,BEPS,2024-03-20,CUST-7548
TXN20240322039009,2024-03-22 17:11:44,116.91,USD,settled,BEPS,2024-03-25,CUST-8219
TXN20240317007718,2024-03-17 15:39:23,56.56,USD,settled,BEPS,2024-03-19,CUST-4237
TXN20240316030072,2024-03-16 19:54:51,56.77,USD,settled,BEPS,2024-03-19,CUST-9535
TXN20240326006234,2024-03-26 09:14:38,70.33,USD,settled,BEPS,2024-03-27,CUST-5001
TXN20240325045480,2024-03-25 14:41:50,268.82,USD,settled,BEPS,2024-03-26,CUST-1363
TXN20240324015647,2024-03-24 13:41:27,34.90,USD,settled,BEPS,2024-03-26,CUST-4054
TXN20240307019923,2024-03-07 19:07:43,26.61,USD,settled,BEPS,2024-03-08,CUST-4996
TXN20240308044177,2024-03-08 10:57:06,27.22,USD,settled,BEPS,2024-03-11,CUST-7923
TXN20240328028532,2024-03-28 11:00:47,228.86,USD,settled,BEPS,2024-04-02,CUST-4477
TXN20240314000947,2024-03-14 09:23:00,170.96,USD,settled,BEPS,2024-03-15,CUST-9018
TXN20240322019623,2024-03-22 10:05:23,145.76,USD,settled,BEPS,2024-03-25,CUST-1885
TXN20240322014268,2024-03-22 20:31:38,53.55,USD,settled,BEPS,2024-03-25,CUST-6592
TXN20240310021048,2024-03-10 15:00:50,23.39,USD,settled,BEPS,2024-03-12,CUST-6095
TXN20240309027846,2024-03-09 16:42:14,355.48,USD,settled,BEPS,2024-03-12,CUST-6096
TXN20240329020330,2024-03-29 09:24:43,23.26,USD,settled,BEPS,2024-04-03,CUST-9396
TXN20240308027733,2024-03-08 08:50:57,30.44,USD,settled,BEPS,2024-03-11,CUST-9367
TXN20240311049443,2024-03-11 10:51:00,16.78,USD,settled,BEPS,2024-03-12,CUST-8446
TXN20240307002482,2024-03-07 15:54:31,200.63,USD,settled,BEPS,2024-03-08,CUST-7860
TXN20240330030302,2024-03-30 21:06:16,117.86,USD,settled,BEPS,2024-04-03,CUST-3999
TXN20240302014346,2024-03-02 15:16:49,50.46,USD,settled,BEPS,2024-03-05,CUST-5470
TXN20240301034749,2024-03-01 07:17:08,83.68,USD,settled,BEPS,2024-03-04,CUST-5554
TXN20240326030910,2024-03-26 11:40:56,324.30,USD,settled,BEPS,2024-03-27,CUST-9333
TXN20240320023181,2024-03-20 22:58:49,22.99,USD,settled,BEPS,2024-03-21,CUST-8596
TXN20240325010472,2024-03-25 06:43:02,122.74,USD,settled,BEPS,2024-03-26,CUST-4679
TXN20240310011369,2024-03-10 09:53:16,31.51,USD,settled,BEPS,2024-03-12,CUST-6808
TXN20240328030081,2024-03-28 18:22:55,61.51,USD,settled,BEPS,2024-04-02,CUST-5381
TXN20240331002396,2024-03-31 23:50:02,252.26,USD,settled,BEPS,2024-04-03,CUST-3120
TXN20240326046611,2024-03-26 21:55:02,194.87,USD,settled,BEPS,2024-03-27,CUST-1266
TXN20240311030494,2024-03-11 07:33:08,69.35,USD,settled,BEPS,2024-03-12,CUST-1340
TXN20240328039064,2024-03-28 07:49:27,56.07,USD,settled,BEPS,2024-04-02,CUST-6576
TXN20240310049380,2024-03-10 14:11:14,16.76,USD,settled,BEPS,2024-03-12,CUST-5786
TXN20240316045100,2024-03-16 13:27:12,77.74,USD,settled,BEPS,2024-03-19,CUST-6825
TXN20240313048927,2024-03-13 18:48:28,65.58,USD,settled,BEPS,2024-03-14,CUST-4779
TXN20240309028721,2024-03-09 23:25:38,24.92,USD,settled,BEPS,2024-03-12,CUST-1808
TXN20240301037447,2024-03-01 12:30:35,176.25,USD,settled,BEPS,2024-03-04,CUST-2847
TXN20240324040344,2024-03-24 17:12:02,29.65,USD,settled,BEPS,2024-03-26,CUST-3822
TXN20240307032322,2024-03-07 13:28:22,33.19,USD,settled,BEPS,2024-03-08,CUST-4448
TXN20240313049410,2024-03-13 06:57:06,39.94,USD,settled,BEPS,2024-03-14,CUST-6091
TXN20240331036828,2024-03-31 16:42:06,39.58,USD,settled,BEPS,2024-04-03,CUST-1588
TXN20240312028887,2024-03-12 10:41:30,134.09,USD,settled,BEPS,2024-03-13,CUST-8646
TXN20240303003522,2024-03-03 07:12:45,65.33,USD,settled,BEPS,2024-03-05,CUST-6850
TXN20240323005447,2024-03-23 10:14:03,51.08,USD,settled,BEPS,2024-03-26,CUST-8314
TXN20240323033333,2024-03-23 21:21:17,128.11,USD,settled,BEPS,2024-03-26,CUST-5987
TXN20240322016839,2024-03-22 09:17:47,41.30,USD,settled,BEPS,2024-03-25,CUST-5180
TXN20240319046929,2024-03-19 16:59:02,17.70,USD,settled,BEPS,2024-03-20,CUST-4492
TXN20240314008941,2024-03-14 12:32:01,332.78,USD,settled,BEPS,2024-03-15,CUST-2844
TXN20240320031523,2024-03-20 07:22:53,134.40,USD,settled,BEPS,2024-03-21,CUST-1540
TXN20240317041924,2024-03-17 21:17:47,45.73,USD,settled,BEPS,2024-03-19,CUST-3915
TXN20240311021816,2024-03-11 08:35:38,83.07,USD,settled,BEPS,2024-03-12,CUST-3551
TXN20240313010625,2024-03-13 11:58:17,83.82,USD,settled,BEPS,2024-03-14,CUST-8950
TXN20240323043033,2024-03-23 19:10:13,58.75,USD,settled,BEPS,2024-03-26,CUST-5004
TXN20240319039735,2024-03-19 20:40:08,100.29,USD,settled,BEPS,2024-03-20,CUST-5563
TXN20240315028760,2024-03-15 18:18:21,71.91,USD,settled,BEPS,2024-03-18,CUST-4378
TXN20240329006178,2024-03-29 09:22:30,21.75,USD,settled,BEPS,2024-04-03,CUST-6176
TXN20240331015127,2024-03-31 07:32:49,68.30,USD,settled,BEPS,2024-04-03,CUST-1957
TXN20240325010189,2024-03-25 21:07:25,158.72,USD,settled,BEPS,2024-03-26,CUST-8626
TXN20240302004591,2024-03-02 14:04:58,38.72,USD,settled,BEPS,2024-03-05,CUST-1049
TXN20240303039201,2024-03-03 15:48:28,669.68,USD,settled,BEPS,2024-03-05,CUST-5255
TXN20240313049457,2024-03-13 14:31:06,118.97,USD,settled,BEPS,2024-03-14,CUST-9488
TXN20240301026190,2024-03-01 11:17:19,110.28,USD,settled,BEPS,2024-03-04,CUST-5339
TXN20240303020159,2024-03-03 21:04:51,30.88,USD,settled,BEPS,2024-03-05,CUST-3897
TXN20240319030649,2024-03-19 22:18:04,235.39,USD,settled,BEPS,2024-03-20,CUST-3355
TXN20240313017135,2024-03-13 10:21:59,114.39,USD,settled,BEPS,2024-03-14,CUST-3437
TXN20240330008747,2024-03-30 11:09:13,60.82,USD,settled,BEPS,2024-04-03,CUST-9870
TXN20240317049275,2024-03-17 08:46:22,129.44,USD,settled,BEPS,2024-03-19,CUST-6052
TXN20240313030009,2024-03-13 17:03:10,19.33,USD,settled,BEPS,2024-03-14,CUST-4562
TXN20240317019301,2024-03-17 07:01:09,51.12,USD,settled,BEPS,2024-03-19,CUST-3756
TXN20240320026618,2024-03-20 13:42:13,50.03,USD,settled,BEPS,2024-03-21,CUST-6310
TXN20240325012732,2024-03-25 14:39:58,285.40,USD,settled,BEPS,2024-03-26,CUST-6733
TXN20240319034358,2024-03-19 14:12:33,11.71,USD,settled,BEPS,2024-03-20,CUST-8131
TXN20240311016388,2024-03-11 11:21:42,60.69,USD,settled,BEPS,2024-03-12,CUST-6901
TXN20240319040617,2024-03-19 20:43:08,340.90,USD,settled,BEPS,2024-03-20,CUST-9150
TXN20240310041647,2024-03-10 15:42:33,54.73,USD,settled,BEPS,2024-03-12,CUST-3651
TXN20240326037321,2024-03-26 07:57:45,17.51,USD,settled,BEPS,2024-03-27,CUST-8070
TXN20240304039704,2024-03-04 11:46:21,141.06,USD,settled,BEPS,2024-03-05,CUST-6296
TXN20240301004396,2024-03-01 11:09:57,23.07,USD,settled,BEPS,2024-03-04,CUST-4303
TXN20240301007236,2024-03-01 21:28:49,83.38,USD,settled,BEPS,2024-03-04,CUST-7419
TXN20240309004897,2024-03-09 07:32:58,31.11,USD,settled,BEPS,2024-03-12,CUST-3301
TXN20240302003274,2024-03-02 18:42:51,24.93,USD,settled,BEPS,2024-03-05,CUST-7678
TXN20240307012745,2024-03-07 14:44:11,73.66,USD,pending_settlement,BEPS,2024-03-08,CUST-1770
TXN20240304047614,2024-03-04 07:01:19,257.00,USD,settled,BEPS,2024-03-05,CUST-3841
TXN20240326013313,2024-03-26 15:30:50,59.13,USD,settled,BEPS,2024-03-27,CUST-2576
TXN20240304012709,2024-03-04 12:52:58,8.63,USD,settled,BEPS,2024-03-05,CUST-9842
TXN20240306031609,2024-03-06 17:08:06,44.78,USD,settled,BEPS,2024-03-07,CUST-7493
TXN20240303026023,2024-03-03 06:13:42,42.80,USD,settled,BEPS,2024-03-05,CUST-6716
TXN20240312011438,2024-03-12 11:15:38,103.67,USD,settled,BEPS,2024-03-13,CUST-6631
TXN20240328042420,2024-03-28 09:52:15,34.12,USD,settled,BEPS,2024-04-02,CUST-9519
TXN20240326029083,2024-03-26 14:00:05,111.06,USD,settled,BEPS,2024-03-27,CUST-2556
TXN20240307043774,2024-03-07 16:48:43,204.06,USD,pending_settlement,BEPS,2024-03-08,CUST-3174
TXN20240321019272,2024-03-21 13:43:15,135.86,USD,settled,BEPS,2024-03-22,CUST-3021
TXN20240329044608,2024-03-29 17:27:18,62.07,USD,settled,BEPS,2024-04-03,CUST-1781
TXN20240302003128,2024-03-02 09:54:24,25.50,USD,settled,BEPS,2024-03-05,CUST-9696
TXN20240307024788,2024-03-07 16:48:36,17.16,USD,settled,BEPS,2024-03-08,CUST-6064
TXN20240306035006,2024-03-06 12:10:06,79.60,USD,settled,BEPS,2024-03-07,CUST-4930
TXN20240302005147,2024-03-02 21:46:57,24.14,USD,settled,BEPS,2024-03-05,CUST-4263
TXN20240312020378,2024-03-12 12:23:13,90.89,USD,settled,BEPS,2024-03-13,CUST-8290
TXN20240329019909,2024-03-29 21:03:13,22.19,USD,settled,BEPS,2024-04-03,CUST-7363
TXN20240323007418,2024-03-23 16:31:25,135.48,USD,settled,BEPS,2024-03-26,CUST-7869
TXN20240309020465,2024-03-09 19:23:44,277.48,USD,settled,BEPS,2024-03-12,CUST-7580
TXN20240329015534,2024-03-29 10:39:03,48.77,USD,settled,BEPS,2024-04-03,CUST-6146
TXN20240329039630,2024-03-29 19:12:06,57.72,USD,settled,BEPS,2024-04-03,CUST-1985
TXN20240324008264,2024-03-24 15:46:49,41.72,USD,settled,BEPS,2024-03-26,CUST-3620
TXN20240303016253,2024-03-03 13:28:55,120.83,USD,settled,BEPS,2024-03-05,CUST-5698
TXN20240314045225,2024-03-14 18:04:29,16.12,USD,settled,BEPS,2024-03-15,CUST-5891
TXN20240314016696,2024-03-14 16:11:55,236.39,USD,settled,BEPS,2024-03-15,CUST-6530
TXN20240315031712,2024-03-15 16:34:01,56.17,USD,settled,BEPS,2024-03-18,CUST-6009
TXN20240327040576,2024-03-27 21:14:59,95.17,USD,settled,BEPS,2024-03-28,CUST-2994
TXN20240321020620,2024-03-21 14:58:06,69.89,USD,settled,BEPS,2024-03-22,CUST-9168
TXN20240318026512,2024-03-18 11:11:17,68.53,USD,settled,BEPS,2024-03-19,CUST-2791
TXN20240324029977,2024-03-24 06:55:31,11.53,USD,settled,BEPS,2024-03-26,CUST-1893
TXN20240314013726,2024-03-14 07:19:35,69.49,USD,settled,BEPS,2024-03-15,CUST-2763
TXN20240306029840,2024-03-06 09:24:41,17.53,USD,settled,BEPS,2024-03-07,CUST-8706
TXN20240321018876,2024-03-21 13:55:08,37.92,USD,settled,BEPS,2024-03-22,CUST-7819
TXN20240319003098,2024-03-19 11:37:27,281.63,USD,settled,BEPS,2024-03-20,CUST-8072
TXN20240317030714,2024-03-17 11:45:50,56.92,USD,settled,BEPS,2024-03-19,CUST-6771
TXN20240322031680,2024-03-22 12:01:31,24.72,USD,settled,BEPS,2024-03-25,CUST-1935
TXN20240315035649,2024-03-15 16:41:06,40.62,USD,settled,BEPS,2024-03-18,CUST-7082
TXN20240306049278,2024-03-06 12:00:27,2512.63,USD,settled,BEPS,2024-03-07,CUST-6806
TXN20240316034918,2024-03-16 12:04:18,70.99,USD,settled,BEPS,2024-03-19,CUST-8060
TXN20240322027671,2024-03-22 20:33:20,153.72,USD,settled,BEPS,2024-03-25,CUST-1494
TXN20240308004732,2024-03-08 18:20:23,26.96,USD,settled,BEPS,2024-03-11,CUST-6874
TXN20240317031081,2024-03-17 14:41:18,54.16,USD,settled,BEPS,2024-03-19,CUST-1513
TXN20240304032178,2024-03-04 06:13:31,120.60,USD,settled,BEPS,2024-03-05,CUST-7102
TXN20240320041112,2024-03-20 21:24:05,83.91,USD,settled,BEPS,2024-03-21,CUST-6582
TXN20240302038517,2024-03-02 14:09:29,356.95,USD,settled,BEPS,2024-03-05,CUST-8869
TXN20240311046284,2024-03-11 17:53:35,100.85,USD,settled,BEPS,2024-03-12,CUST-1400
TXN20240305026082,2024-03-05 15:25:22,255.23,USD,settled,BEPS,2024-03-06,CUST-8917
TXN20240319039245,2024-03-19 18:14:01,54.02,USD,settled,BEPS,2024-03-20,CUST-1270
TXN20240317003670,2024-03-17 13:06:06,54.92,USD,settled,BEPS,2024-03-19,CUST-7175
TXN20240331034048,2024-03-31 17:15:11,84.05,USD,settled,BEPS,2024-04-03,CUST-2045
TXN20240316015129,2024-03-16 23:04:48,255.72,USD,settled,BEPS,2024-03-19,CUST-3938
TXN20240319023053,2024-03-19 06:58:05,751.41,USD,settled,BEPS,2024-03-20,CUST-5370
TXN20240322030827,2024-03-22 15:38:15,76.31,USD,settled,BEPS,2024-03-25,CUST-5756
TXN20240317037367,2024-03-17 20:00:32,43.46,USD,settled,BEPS,2024-03-19,CUST-6597
TXN20240304009297,2024-03-04 11:56:00,830.88,USD,pending_settlement,BEPS,2024-03-05,CUST-1918
TXN20240325015018,2024-03-25 20:54:03,222.22,USD,settled,BEPS,2024-03-26,CUST-6050
TXN20240324036830,2024-03-24 20:44:49,146.69,USD,settled,BEPS,2024-03-26,CUST-2030
TXN20240303015536,2024-03-03 16:58:22,7.61,USD,settled,BEPS,2024-03-05,CUST-6567
TXN20240322049656,2024-03-22 15:58:40,179.17,USD,settled,BEPS,2024-03-25,CUST-4984
TXN20240331001325,2024-03-31 16:46:29,16.38,USD,settled,BEPS,2024-04-03,CUST-5880
TXN20240320006678,2024-03-20 09:28:29,43.72,USD,settled,BEPS,2024-03-21,CUST-2145
TXN20240313008049,2024-03-13 19:29:51,461.26,USD,settled,BEPS,2024-03-14,CUST-9504
TXN20240308023942,2024-03-08 12:53:39,77.97,USD,settled,BEPS,2024-03-11,CUST-1343
TXN20240307023412,2024-03-07 15:07:40,107.15,USD,settled,BEPS,2024-03-08,CUST-3064
TXN20240329049625,2024-03-29 15:31:28,162.96,USD,settled,BEPS,2024-04-03,CUST-1699
TXN20240307003453,2024-03-07 06:37:25,192.46,USD,settled,BEPS,2024-03-08,CUST-6656
TXN20240328012924,2024-03-28 18:27:18,265.57,USD,settled,BEPS,2024-04-02,CUST-6819
TXN20240308006080,2024-03-08 08:33:56,43.48,USD,settled,BEPS,2024-03-11,CUST-5318
